Index,Smiles,Type,Sites,conf_id,G/Hatree
1109,c1ccc(C[C@@H]2COC(c3cccc4c3oc3c(C5=N[C@H](Cc6ccccc6)CO5)cccc34)=N2)cc1,Ligand_Box,34 19 15,0,-1568.762289
1110,c1ccc(C[C@@H]2COC(c3cccc(-c4cccc(C5=N[C@H](Cc6ccccc6)CO5)n4)n3)=N2)cc1,Ligand_Box,32 33 20 31,0,-1526.847484
1111,N#C/C(C1=N[C@@H](Cc2ccccc2)CO1)=C1/[N-][C@@H](Cc2ccccc2)CO1,Ligand_Box,4 16,0,-1164.01035
1112,CC(C)(C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1)C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1,Ligand_Box,4 21,0,-1534.032214
1113,c1ccc([C@H]2OC(C3(C4=N[C@@H](c5ccccc5)[C@@H](c5ccccc5)O4)CCCCC3)=N[C@H]2c2ccccc2)cc1,Ligand_Box,9 30,3,-1650.634597
1114,c1ccc([C@H]2OC(C3(C4=N[C@@H](c5ccccc5)[C@@H](c5ccccc5)O4)CCCC3)=N[C@H]2c2ccccc2)cc1,Ligand_Box,9 29,0,-1611.364108
1115,c1ccc([C@H]2OC(C3(C4=N[C@@H](c5ccccc5)[C@@H](c5ccccc5)O4)CC3)=N[C@H]2c2ccccc2)cc1,Ligand_Box,9 27,0,-1532.815707
1116,CC(Cc1ccccc1)(C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1)C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1,Ligand_Box,10 27,4,-1764.861718
1117,c1ccc(CC(Cc2ccccc2)(C2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)O2)C2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)O2)cc1,Ligand_Box,14 31,1,-1995.696517
1118,CC(C)(C)c1ccc(CC(Cc2ccc(C(C)(C)C)cc2)(C2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)O2)C2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)O2)cc1,Ligand_Box,22 39,0,-2309.776028
1119,c1ccc([C@H]2N=C(CC3=N[C@H](c4ccccc4)[C@H](c4ccccc4)O3)O[C@H]2c2ccccc2)cc1,Ligand_Box,9 5,0,-1455.5077
1120,c1ccc([C@H]2OC(c3ccccn3)=N[C@H]2c2ccccc2)cc1,Ligand_Box,12 13,0,-955.5810827
1121,c1ccc([C@H]2N=C(c3ccc4ccccc4n3)O[C@H]2c2ccccc2)cc1,Ligand_Box,16 5,0,-1109.087172
1122,FC(F)(F)c1ccc(C2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)O2)nc1,Ligand_Box,9 25,0,-1292.377378
1123,c1ccc([C@H]2N=C(c3cccc(C4=N[C@H](c5ccccc5)[C@H](c5ccccc5)O4)n3)O[C@H]2c2ccccc2)cc1,Ligand_Box,29 13 5,1,-1663.108881
1124,N#C/C(C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1)=C1/[N-][C@H](c2ccccc2)[C@H](c2ccccc2)O1,Ligand_Box,4 21,0,-1547.161777
1125,c1ccc([C@@H]2N=C(c3cccc4c3oc3c(C5=N[C@@H](c6ccccc6)[C@H](c6ccccc6)O5)cccc34)O[C@H]2c2ccccc2)cc1,Ligand_Box,17 13 5,0,-1951.910503
1126,Cc1ccc(S(=O)(=O)N2C(c3cccc(C4=N[C@@H](c5ccccc5)[C@H](c5ccccc5)N4S(=O)(=O)c4ccc(C)cc4)c3)=N[C@@H](c3ccccc3)[C@@H]2c2ccccc2)cc1,Ligand_Box,16 43,0,-3244.251941
1127,c1ccc([C@@H]2N=C(c3cccc(C4=N[C@@H](c5ccccc5)[C@H](c5ccccc5)N4)c3)N[C@H]2c2ccccc2)cc1,Ligand_Box,5 13,0,-1607.358369
1128,C[C@H]1COC(C(C)(C)C2=N[C@@H](C)CO2)=N1,Ligand_Box,9 14,0,-689.222808
1129,C[C@H]1COC(C(C)(Cc2ccccc2)C2=N[C@@H](C)CO2)=N1,Ligand_Box,20 15,0,-920.0497162
1130,C[C@H]1COC(C(Cc2ccc(C(C)(C)C)cc2)(Cc2ccc(C(C)(C)C)cc2)C2=N[C@@H](C)CO2)=N1,Ligand_Box,34 29,0,-1464.962808
1131,C[C@@H]1COC(C(Cc2ccccc2)(Cc2ccccc2)C2=N[C@H](C)CO2)=N1,Ligand_Box,26 21,4,-1150.883527
1132,C[C@@H]1COC(CC2=N[C@H](C)CO2)=N1,Ligand_Box,12 7,0,-610.6988939
1133,C[C@H]1COC(c2ccc(C(F)(F)F)cn2)=N1,Ligand_Box,14 15,0,-869.9753069
1134,C[C@H]1COC(C2=N[C@@H](C)CO2)=N1,Ligand_Box,11 6,0,-571.4282178
1135,CC(C)C[C@@H]1COC(C2=N[C@H](CC(C)C)CO2)=N1,Ligand_Box,9 17,0,-806.9877797
1136,Cc1ccc(N2C[C@H](CC(C)C)N=C2C2=N[C@@H](CC(C)C)CN2c2ccc(C)cc2)cc1,Ligand_Box,12 15,1,-1307.466211
1137,CC(C)C[C@H]1CN(c2cccc(C(C)(C)C)c2)C(C2=N[C@@H](CC(C)C)CN2c2cccc(C(C)(C)C)c2)=N1,Ligand_Box,19 37,1,-1543.017894
1138,CC[C@@H](C)[C@H]1CN(c2cccc(C(C)(C)C)c2)C(C2=N[C@@H]([C@H](C)CC)CN2c2cccc(C(C)(C)C)c2)=N1,Ligand_Box,19 37,0,-1543.021699
1139,C1CCC([C@H]2COC(C3=N[C@@H](C4CCCCC4)CO3)=N2)CC1,Ligand_Box,9 19,0,-961.6661462
1140,N[C@H]1c2ccccc2C[C@H]1[O-],Ligand_Other,0 10,0,-478.4750351
1141,[O-]C(c1ccccc1)(c1ccccc1)[C@H]1CCCN1,Ligand_Other,0 18,4,-787.8268535
1142,N[C@@H](c1ccccc1)[C@H]([O-])c1ccccc1,Ligand_Other,0 9,1,-671.2387181
1143,N[C@@H]1CCCC[C@H]1[O-],Ligand_Other,0 7,0,-365.4171147
1144,N[C@@H](C[O-])Cc1ccccc1,Ligand_Other,0 3,0,-479.6485701
1145,[O-]C[C@@H]1CCCN1Cc1ccccc1,Ligand_Other,0 6,0,-596.2244044
1146,N[C@H](C[O-])Cc1ccccc1,Ligand_Other,0 3,1,-479.6493962
1147,[O-]C[C@@H]1CCCN1,Ligand_Other,0 6,0,-326.127563
1148,CC(C)(C)[C@@H](N)C[O-],Ligand_Other,5 7,0,-366.5936045
1149,CC(C)[C@H](N)C[O-],Ligand_Other,4 6,0,-327.333821
1150,N[C@@H](C[O-])c1ccccc1,Ligand_Other,0 3,1,-440.3907373
1151,[O-]C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,Ligand_Other,0 34,0,-2135.060687
1152,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@]([O-])(CCN(C)C)c1ccc2ccccc2c1,Ligand_Other,24 21,0,-4069.87959
1153,CC(C)(C)c1cc(/C=N/[C@@H]2CCCC[C@H]2/N=C/c2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-])c([O-])c(C(C)(C)C)c1,Ligand_Other,8 15,1,-1661.320129
1154,CN[C@@H]1CCCC[C@H]1NC,Ligand_Other,8 1,0,-424.657817
1155,CC(C)(C)[C@H]1CN2C[C@H](C(C)(C)C)[N-]C2=N1,Ligand_Other,13 6 15,0,-673.33055
1156,CCN(CC)[C@@H]1CCCC[C@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Ligand_Other,2 11,0,-1899.093947
1157,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1ccccn1)c1ccccn1,Ligand_Other,9 2 17 23,0,-1066.431466
1158,C=C[C@@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@H](N)c1ccnc2ccc(OC)cc12,Ligand_Other,11 4,0,-1015.561433
1159,C=C[C@@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](N)c1ccnc2ccc(OC)cc12,Ligand_Other,11 4,0,-1015.556456
1160,[O-][C@@H]1CCCC[C@H]1[O-],Ligand_Other,0 7,0,-384.5074297
1161,CC1(C)[C@@H]2C[C@@H]([O-])[C@@](C)([O-])[C@H]1C2,Ligand_Other,6 9,0,-540.3370829
1162,[O-]C[C@@H]1CCCC[C@H]1C[O-],Ligand_Other,0 9,0,-463.072022
1163,[O-][C@@H](c1ccccc1)C([O-])(c1ccccc1)c1ccccc1,Ligand_Other,0 9,0,-921.2481744
1164,CC1(C)O[C@H](C([O-])(c2ccccc2)c2ccccc2)[C@@H](C([O-])(c2ccccc2)c2ccccc2)O1,Ligand_Other,6 21,3,-1497.557147
1165,CC1(c2ccccc2)O[C@@H](C([O-])(c2ccccc2)c2ccccc2)[C@H](C([O-])(c2ccccc2)c2ccccc2)O1,Ligand_Other,11 26,5,-1689.135424
1166,CC1(C)O[C@@H](C([O-])(c2cccc3ccccc23)c2cccc3ccccc23)[C@H](C([O-])(c2cccc3ccccc23)c2cccc3ccccc23)O1,Ligand_Other,6 29,0,-2111.547452
1167,[O-]C(c1ccccc1)(c1ccccc1)[C@H]1OC2(CCCCC2)O[C@@H]1C([O-])(c1ccccc1)c1ccccc1,Ligand_Other,0 25,2,-1614.153477
1168,CC1(C)O[C@@H](C[O-])[C@H](C[O-])O1,Ligand_Other,6 9,0,-574.1407143
1169,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,Ligand_Other,9 3,0,-695.9272943
1170,NC(=O)[C@@H]1CC(F)(F)CN1,Ligand_Other,0 9,0,-579.2434339
1171,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1ccccn1)c1ccccn1,Ligand_Other,9 2 17 23,0,-1066.417296
1172,c1ccc(CN[C@@H]2CCCC[C@H]2NCc2ccccc2)cc1,Ligand_Other,12 5,0,-886.3100667
1173,COc1ccc([C@H](N)[C@@H](N)c2ccc(OC)cc2)cc1,Ligand_Other,9 7,0,-880.7644659
1174,CN[C@H](c1ccccc1)[C@H](NC)c1ccccc1,Ligand_Other,1 10,0,-730.4598814
1175,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,Ligand_Other,9 2,0,-2641.38663
1176,O=C(N[C@@H](c1ccccc1)[C@@H](NC(=O)c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,Ligand_Other,2 11,0,-2947.2013
1177,O=S(=O)(N[C@@H](c1ccccc1)[C@@H](NS(=O)(=O)C(F)(F)F)c1ccccc1)C(F)(F)F,Ligand_Other,3 12,0,-2422.191334
1178,[O-]c1ccccc1/C=N/[C@@H](c1ccccc1)[C@@H](/N=C/c1ccccc1[O-])c1ccccc1,Ligand_Other,8 17,0,-1338.945921
